"/BIC/ZC_VYKAZ Výkaz";"/BIC/ZC_VTAB Tabulka výkazu";"/BIC/ZC_POLVYK Položka výkazu";"/BIC/ZC_SYNUC Syntetický účet";"/BIC/ZC_CISPOL Číslo položky";"DATEFROM Platí od";"DATETO Platí do";"TXTXL Dlouhý text"
"001";"000100";"B.III.1.";"251";"090";"20140101";"99991231";"Majetkové cenné papíry k obchodování"
"001";"000100";"B.III.1.";"251";"083";"20120101";"20131231";"Majetkové cenné papíry k obchodování"
"001";"000100";"B.III.1.";"222";"083";"10000101";"20111231";"Příjmový účet organizačních složek státu"
"001";"000100";"B.III.10.";"243";"099";"20140101";"99991231";"Běžný účet FKSP"
"001";"000100";"B.III.10.";"243";"092";"20120101";"20131231";"Běžný účet FKSP"
"001";"000100";"B.III.11.";"231";"093";"20120101";"20131231";"Základní běžný účet územních samosprávných celků"
"001";"000100";"B.III.11.";"231";"100";"20140101";"99991231";"Základní běžný účet územních samosprávných celků"
"001";"000100";"B.III.12.";"236";"094";"20120101";"20131231";"Běžné účty fondů územních samosprávných celků"
"001";"000100";"B.III.12.";"236";"101";"20140101";"99991231";"Běžné účty fondů územních samosprávných celků"
"001";"000100";"B.III.13.";"224";"095";"20120101";"20131231";"Běžné účty státních fondů"
"001";"000100";"B.III.13.";"224";"102";"20140101";"99991231";"Běžné účty státních fondů"
"001";"000100";"B.III.14.";"225";"096";"20120101";"20131231";"Běžné účty fondů organizačních složek státu"
"001";"000100";"B.III.14.";"225";"103";"20140101";"99991231";"Běžné účty fondů organizačních složek státu"
"001";"000100";"B.III.15.";"263";"097";"20120101";"20131231";"Ceniny"
"001";"000100";"B.III.15.";"263";"104";"20140101";"99991231";"Ceniny"
"001";"000100";"B.III.16.";"262";"098";"20120101";"20131231";"Peníze na cestě"
"001";"000100";"B.III.16.";"262";"105";"20140101";"99991231";"Peníze na cestě"
"001";"000100";"B.III.17.";"261";"106";"20140101";"99991231";"Pokladna"
"001";"000100";"B.III.17.";"261";"099";"20120101";"20131231";"Pokladna"
"001";"000100";"B.III.2.";"253";"084";"20120101";"20131231";"Dluhové cenné papíry k obchodování"
"001";"000100";"B.III.2.";"253";"091";"20140101";"99991231";"Dluhové cenné papíry k obchodování"
"001";"000100";"B.III.3.";"256";"092";"20140101";"99991231";"Jiné cenné papíry"
"001";"000100";"B.III.3.";"256";"085";"20120101";"20131231";"Jiné cenné papíry"
"001";"000100";"B.III.4.";"244";"093";"20140101";"99991231";"Termínované vklady krátkodobé"
"001";"000100";"B.III.4.";"244";"086";"20120101";"20131231";"Termínované vklady krátkodobé"
"001";"000100";"B.III.5.";"245";"094";"20140101";"99991231";"Jiné běžné účty"
"001";"000100";"B.III.5.";"245";"087";"20120101";"20131231";"Jiné běžné účty"
"001";"000100";"B.III.6.";"247";"095";"20160101";"99991231";"Účty státních finančních aktiv"
"001";"000100";"B.III.6.";"247";"095";"20140101";"20151231";"Účty spravovaných prostředků"
"001";"000100";"B.III.6.";"247";"088";"20120101";"20131231";"Účty spravovaných prostředků"
"001";"000100";"B.III.7.";"248";"096";"20160101";"99991231";"Účty řízení likvidity státní pokladny a státního dluhu"
"001";"000100";"B.III.7.";"248";"096";"20140101";"20151231";"Souhrnné účty"
"001";"000100";"B.III.7.";"248";"089";"20120101";"20131231";"Souhrnné účty"
"001";"000100";"B.III.8.";"249";"097";"20140101";"99991231";"Účty pro sdílení daní a pro dělenou správu"
"001";"000100";"B.III.8.";"249";"090";"20120101";"20131231";"Účty pro sdílení daní a pro dělenou správu"
"001";"000100";"B.III.9.";"241";"098";"20140101";"99991231";"Běžný účet"
"001";"000100";"B.III.9.";"241";"091";"20120101";"20131231";"Běžný účet"
"001";"000100";"B.IV.";"-";"084";"10000101";"20111231";"Krátkodobý finanční majetek"
"001";"000100";"B.IV.1.";"251";"085";"10000101";"20111231";"Majetkové cenné papíry k obchodování"
"001";"000100";"B.IV.10.";"243";"094";"10000101";"20111231";"Běžný účet FKSP"
"001";"000100";"B.IV.11.";"231";"095";"10000101";"20111231";"Základní běžný účet územních samosprávných celků"
"001";"000100";"B.IV.12.";"236";"096";"10000101";"20111231";"Běžné účty fondů územních samosprávných celků"
"001";"000100";"B.IV.13.";"224";"097";"10000101";"20111231";"Běžné účty státních fondů"
"001";"000100";"B.IV.14.";"225";"098";"10000101";"20111231";"Běžné účty fondů organizačních složek státu"
"001";"000100";"B.IV.15.";"263";"099";"10000101";"20111231";"Ceniny"
"001";"000100";"B.IV.16.";"262";"100";"10000101";"20111231";"Peníze na cestě"
"001";"000100";"B.IV.17.";"261";"101";"10000101";"20111231";"Pokladna"
"001";"000100";"B.IV.2.";"253";"086";"10000101";"20111231";"Dluhové cenné papíry k obchodování"
"001";"000100";"B.IV.3.";"256";"087";"10000101";"20111231";"Jiné cenné papíry"
"001";"000100";"B.IV.4.";"244";"088";"10000101";"20111231";"Termínované vklady krátkodobé"
"001";"000100";"B.IV.5.";"245";"089";"10000101";"20111231";"Jiné běžné účty"
"001";"000100";"B.IV.6.";"247";"090";"10000101";"20111231";"Účty spravovaných prostředků"
"001";"000100";"B.IV.7.";"248";"091";"10000101";"20111231";"Souhrnné účty"
"001";"000100";"B.IV.8.";"249";"092";"10000101";"20111231";"Účty pro sdílení daní a pro dělenou správu"
"001";"000100";"B.IV.9.";"241";"093";"10000101";"20111231";"Běžný účet"
"001";"000100";"C.";"-";"108";"20140101";"99991231";"Vlastní kapitál"
"001";"000100";"C.";"-";"103";"10000101";"20111231";"Vlastní kapitál"
"001";"000100";"C.";"-";"103";"20120101";"20131231";"Vlastní kapitál"
"001";"000100";"C.I.";"-";"109";"20140101";"99991231";"Jmění účetní jednotky a upravující položky"
"001";"000100";"C.I.";"-";"104";"20120101";"20131231";"Jmění účetní jednotky a upravující položky"
"001";"000100";"C.I.";"-";"104";"10000101";"20111231";"Jmění účetní jednotky a upravující položky"
"001";"000100";"C.I.1.";"401";"110";"20140101";"99991231";"Jmění účetní jednotky"
"001";"000100";"C.I.1.";"401";"105";"20120101";"20131231";"Jmění účetní jednotky"
"001";"000100";"C.I.1.";"401";"105";"10000101";"20111231";"Jmění účetní jednotky"
"001";"000100";"C.I.2.";"402";"111";"20140101";"99991231";"Fond privatizace"
"001";"000100";"C.I.2.";"402";"106";"20120101";"20131231";"Fond privatizace"
"001";"000100";"C.I.2.";"402";"106";"10000101";"20111231";"Fond privatizace"
"001";"000100";"C.I.3.";"403";"112";"20140101";"99991231";"Transfery na pořízení dlouhodobého majetku"
"001";"000100";"C.I.3.";"403";"107";"20120101";"20131231";"Transfery na pořízení dlouhodobého majetku"
"001";"000100";"C.I.3.";"403";"107";"20110101";"20111231";"Transfery na pořízení dlouhodobého majetku"
"001";"000100";"C.I.3.";"403";"107";"10000101";"20101231";"Dotace na pořízení dlouhodobého majetku"
"001";"000100";"C.I.4.";"405";"108";"20120101";"20131231";"Kurzové rozdíly"
"001";"000100";"C.I.4.";"404";"108";"10000101";"20111231";"Agregované příjmy a výdaje minulých let"
"001";"000100";"C.I.4.";"405";"113";"20140101";"99991231";"Kurzové rozdíly"
"001";"000100";"C.I.5.";"406";"109";"20120101";"20131231";"Oceňovací rozdíly při prvotním použití metody"
"001";"000100";"C.I.5.";"405";"109";"10000101";"20111231";"Kurzové rozdíly"
"001";"000100";"C.I.5.";"406";"114";"20140101";"99991231";"Oceňovací rozdíly při prvotním použití metody"
"001";"000100";"C.I.6.";"407";"110";"20120101";"20131231";"Jiné oceňovací rozdíly"
"001";"000100";"C.I.6.";"406";"110";"10000101";"20111231";"Oceňovací rozdíly při změně metody"
"001";"000100";"C.I.6.";"407";"115";"20140101";"99991231";"Jiné oceňovací rozdíly"
"001";"000100";"C.I.7.";"408";"116";"20150101";"99991231";"Opravy předcházejících účetních období"
"001";"000100";"C.I.7.";"408";"115";"20140101";"20141231";"Opravy minulých období"
"001";"000100";"C.I.7.";"408";"111";"20120101";"20131231";"Opravy minulých období"
"001";"000100";"C.I.7.";"407";"111";"10000101";"20111231";"Jiné oceňovací rozdíly"
"001";"000100";"C.I.8.";"408";"112";"10000101";"20111231";"Opravy významných minulých období"
"001";"000100";"C.II.";"-";"117";"20140101";"99991231";"Fondy účetní jednotky"
"001";"000100";"C.II.";"-";"112";"20120101";"20131231";"Fondy účetní jednotky"
"001";"000100";"C.II.";"-";"113";"10000101";"20111231";"Fondy účetní jednotky"
"001";"000100";"C.II.1.";"411";"118";"20140101";"99991231";"Fond odměn"
"001";"000100";"C.II.1.";"411";"113";"20120101";"20131231";"Fond odměn"
"001";"000100";"C.II.1.";"411";"114";"10000101";"20111231";"Fond odměn"
"001";"000100";"C.II.2.";"412";"114";"20120101";"20131231";"Fond kulturních a sociálních potřeb"
"001";"000100";"C.II.2.";"412";"115";"10000101";"20111231";"Fond kulturních a sociálních potřeb"
"001";"000100";"C.II.2.";"412";"119";"20140101";"99991231";"Fond kulturních a sociálních potřeb"
"001";"000100";"C.II.3.";"413";"115";"20120101";"20131231";"Rezervní fond tvořený ze zlepšeného výsledku hospodaření"
"001";"000100";"C.II.3.";"413";"116";"10000101";"20111231";"Rezervní fond tvořený ze zlepšeného výsledku hospodaření"
"001";"000100";"C.II.3.";"413";"120";"20180101";"99991231";"Rezervní fond tvořený ze zlepšeného výsledku hospodaření"
"001";"000100";"C.II.3.";"413";"120";"20140101";"20171231";"Rezervní fond tvořený ze zlepšeného výsledku hospodaření"
"001";"000100";"C.II.4.";"414";"121";"20140101";"99991231";"Rezervní fond z ostatních titulů"
"001";"000100";"C.II.4.";"414";"116";"20120101";"20131231";"Rezervní fond z ostatních titulů"
"001";"000100";"C.II.4.";"414";"117";"10000101";"20111231";"Rezervní fond z ostatních titulů"
"001";"000100";"C.II.5.";"416";"122";"20160101";"99991231";"Fond reprodukce majetku, fond investic"
"001";"000100";"C.II.5.";"416";"122";"20140101";"20151231";"Fond reprodukce majetku, investiční fond"
"001";"000100";"C.II.5.";"416";"117";"20120101";"20131231";"Fond reprodukce majetku, investiční fond"
"001";"000100";"C.II.5.";"416";"118";"10000101";"20111231";"Fond reprodukce majetku"
"001";"000100";"C.II.6.";"419";"123";"20140101";"99991231";"Ostatní fondy"
"001";"000100";"C.II.6.";"419";"118";"20120101";"20131231";"Ostatní fondy"
"001";"000100";"C.II.6.";"419";"119";"10000101";"20111231";"Ostatní fondy"
"001";"000100";"C.III.";"-";"124";"20140101";"99991231";"Výsledek hospodaření"
"001";"000100";"C.III.";"-";"119";"20120101";"20131231";"Výsledek hospodaření"
"001";"000100";"C.III.";"-";"120";"10000101";"20111231";"Výsledek hospodaření"
"001";"000100";"C.III.1.";"493";"120";"20120101";"20131231";"Výsledek hospodaření běžného účetního období"
"001";"000100";"C.III.1.";"493";"121";"10000101";"20111231";"Výsledek hospodaření běžného účetního období"
"001";"000100";"C.III.1.";"-";"125";"20140101";"99991231";"Výsledek hospodaření běžného účetního období"
"001";"000100";"C.III.2.";"431";"121";"20120101";"20131231";"Výsledek hospodaření ve schvalovacím řízení"
"001";"000100";"C.III.2.";"431";"122";"10000101";"20111231";"Výsledek hospodaření ve schvalovacím řízení"
"001";"000100";"C.III.2.";"431";"126";"20140101";"99991231";"Výsledek hospodaření ve schvalovacím řízení"
"001";"000100";"C.III.3.";"432";"127";"20140101";"99991231";"Výsledek hospodaření předcházejících účetních období"
"001";"000100";"C.III.3.";"432";"123";"10000101";"20111231";"Nerozdělený zisk, neuhrazená ztráta minulých let"
"001";"000100";"C.III.3.";"432";"122";"20130101";"20131231";"Výsledek hospodaření minulých účetních období"
"001";"000100";"C.IV.";"-";"123";"20120101";"20131231";"Příjmový a výdajový účet rozpočtového hospodaření"
"001";"000100";"C.IV.";"-";"128";"20140101";"99991231";"Příjmový a výdajový účet rozpočtového hospodaření"
"001";"000100";"C.IV.1.";"222";"124";"20120101";"20131231";"Příjmový účet organizačních složek státu"
"001";"000100";"C.IV.1.";"222";"129";"20140101";"99991231";"Příjmový účet organizačních složek státu"
"001";"000100";"C.IV.2.";"223";"125";"20120101";"20131231";"Zvláštní výdajový účet"
"001";"000100";"C.IV.2.";"223";"130";"20140101";"99991231";"Zvláštní výdajový účet"
"001";"000100";"C.IV.3.";"227";"126";"20120101";"20131231";"Účet hospodaření státního rozpočtu"
"001";"000100";"C.IV.3.";"227";"131";"20140101";"99991231";"Účet hospodaření státního rozpočtu"
"001";"000100";"C.IV.4.";"404";"127";"20120101";"20131231";"Agregované příjmy a výdaje minulých období"
"001";"000100";"C.IV.4.";"404";"132";"20150101";"99991231";"Agregované příjmy a výdaje předcházejících účetních období"
"001";"000100";"C.IV.4.";"404";"132";"20140101";"20141231";"Agregované příjmy a výdaje minulých období"
"001";"000100";"D.";"-";"124";"10000101";"20111231";"Cizí zdroje"
"001";"000100";"D.";"-";"128";"20120101";"20131231";"Cizí zdroje"
"001";"000100";"D.";"-";"133";"20140101";"99991231";"Cizí zdroje"
"001";"000100";"D.I.";"-";"125";"10000101";"20111231";"Výdajové účty rozpočtového hospodaření"
"001";"000100";"D.I.";"-";"129";"20120101";"20131231";"Rezervy"
"001";"000100";"D.I.";"-";"134";"20140101";"99991231";"Rezervy"
"001";"000100";"D.I.1.";"441";"135";"20140101";"99991231";"Rezervy"
"001";"000100";"D.I.1.";"441";"130";"20120101";"20131231";"Rezervy"
"001";"000100";"D.I.1.";"223";"126";"10000101";"20111231";"Výdajový účet organizačních složek státu"
"001";"000100";"D.II.";"-";"131";"20120101";"20131231";"Dlouhodobé závazky"
"001";"000100";"D.II.";"-";"127";"10000101";"20111231";"Rezervy"
"001";"000100";"D.II.";"-";"136";"20140101";"99991231";"Dlouhodobé závazky"
"001";"000100";"D.II.1.";"451";"132";"20120101";"20131231";"Dlouhodobé úvěry"
"001";"000100";"D.II.1.";"441";"128";"10000101";"20111231";"Rezervy"
"001";"000100";"D.II.1.";"451";"137";"20140101";"99991231";"Dlouhodobé úvěry"
"001";"000100";"D.II.2.";"452";"133";"20120101";"20131231";"Přijaté návratné finanční výpomoci dlouhodobé"
"001";"000100";"D.II.2.";"452";"138";"20140101";"99991231";"Přijaté návratné finanční výpomoci dlouhodobé"
"001";"000100";"D.II.3.";"453";"134";"20120101";"20131231";"Dlouhodobé závazky z vydaných dluhopisů"
"001";"000100";"D.II.3.";"453";"139";"20140101";"99991231";"Dlouhodobé závazky z vydaných dluhopisů"
"001";"000100";"D.II.4.";"455";"135";"20120101";"20131231";"Dlouhodobé přijaté zálohy"
"001";"000100";"D.II.4.";"455";"140";"20140101";"99991231";"Dlouhodobé přijaté zálohy"
"001";"000100";"D.II.5.";"456";"136";"20120101";"20131231";"Dlouhodobé závazky z ručení"
"001";"000100";"D.II.5.";"456";"141";"20140101";"99991231";"Dlouhodobé závazky z ručení"
"001";"000100";"D.II.6.";"457";"137";"20120101";"20131231";"Dlouhodobé směnky k úhradě"
"001";"000100";"D.II.6.";"457";"142";"20140101";"99991231";"Dlouhodobé směnky k úhradě"
"001";"000100";"D.II.7.";"459";"143";"20150101";"99991231";"Ostatní dlouhodobé závazky"
"001";"000100";"D.II.7.";"458";"143";"20140101";"20141231";"Dlouhodobé závazky z nástrojů spolufinancovaných ze zahraničí"
"001";"000100";"D.II.7.";"458";"138";"20120101";"20131231";"Dlouhodobé závazky z nástrojů spolufinancovaných ze zahraničí"
"001";"000100";"D.II.8.";"472";"144";"20150101";"99991231";"Dlouhodobé přijaté zálohy na transfery"
"001";"000100";"D.II.8.";"459";"139";"20120101";"20131231";"Ostatní dlouhodobé závazky"
"001";"000100";"D.II.8.";"459";"144";"20140101";"20141231";"Ostatní dlouhodobé závazky"
"001";"000100";"D.II.9.";"475";"145";"20150101";"20151231";"Zprostředkování dlouhodobých transferů"
"001";"000100";"D.II.9.";"472";"145";"20140101";"20141231";"Dlouhodobé přijaté zálohy na transfery"
"001";"000100";"D.II.9.";"475";"145";"20160101";"99991231";"Dlouhodobé zprostředkování transferů"
"001";"000100";"D.II.9.";"472";"140";"20120101";"20131231";"Dlouhodobé přijaté zálohy na transfery"
"001";"000100";"D.III.";"-";"141";"20120101";"20131231";"Krátkodobé závazky"
"001";"000100";"D.III.";"-";"146";"20140101";"99991231";"Krátkodobé závazky"
"001";"000100";"D.III.";"-";"129";"10000101";"20111231";"Dlouhodobé závazky"
"001";"000100";"D.III.1.";"281";"142";"20120101";"20131231";"Krátkodobé úvěry"
"001";"000100";"D.III.1.";"451";"130";"10000101";"20111231";"Dlouhodobé úvěry"
"001";"000100";"D.III.1.";"281";"147";"20140101";"99991231";"Krátkodobé úvěry"
"001";"000100";"D.III.10.";"327";"152";"20120101";"20131231";"Přijaté zálohy daní"
"001";"000100";"D.III.10.";"331";"156";"20140101";"99991231";"Zaměstnanci"
"001";"000100";"D.III.11.";"328";"153";"20120101";"20131231";"Závazky z výběru daní"
"001";"000100";"D.III.11.";"333";"157";"20140101";"99991231";"Jiné závazky vůči zaměstnancům"
"001";"000100";"D.III.12.";"336";"158";"20140101";"99991231";"Sociální zabezpečení"
"001";"000100";"D.III.12.";"329";"154";"20120101";"20131231";"Závazky ze sdílených daní"
"001";"000100";"D.III.13.";"337";"159";"20140101";"99991231";"Zdravotní pojištění"
"001";"000100";"D.III.13.";"331";"155";"20120101";"20131231";"Zaměstnanci"
"001";"000100";"D.III.14.";"338";"160";"20140101";"99991231";"Důchodové spoření"
"001";"000100";"D.III.14.";"333";"156";"20120101";"20131231";"Jiné závazky vůči zaměstnancům"
"001";"000100";"D.III.15.";"341";"161";"20140101";"99991231";"Daň z příjmů"
"001";"000100";"D.III.15.";"336";"157";"20120101";"20131231";"Zúčtování s institucemi sociálního zabezpečení a zdravotního pojištění"
"001";"000100";"D.III.16.";"341";"158";"20120101";"20131231";"Daň z příjmů"
"001";"000100";"D.III.16.";"342";"162";"20140101";"20141231";"Jiné přímé daně"
"001";"000100";"D.III.16.";"342";"162";"20150101";"99991231";"Ostatní daně, poplatky a jiná obdobná peněžitá plnění"
"001";"000100";"D.III.17.";"342";"159";"20120101";"20131231";"Jiné přímé daně"
"001";"000100";"D.III.17.";"343";"163";"20140101";"99991231";"Daň z přidané hodnoty"
"001";"000100";"D.III.18.";"343";"160";"20120101";"20131231";"Daň z přidané hodnoty"
"001";"000100";"D.III.18.";"344";"164";"20140101";"20141231";"Jiné daně a poplatky"
"001";"000100";"D.III.18.";"345";"164";"20150101";"99991231";"Závazky k osobám mimo vybrané vládní instituce"
"001";"000100";"D.III.19.";"344";"161";"20120101";"20131231";"Jiné daně a poplatky"
